   Operation      Sample         Ops
read     0     139.7084        0.10
read     0     139.7175        0.00
read     0     139.7201        0.00
read     0     139.7265        0.00
read     0     139.7301        0.10
read     0     139.7339        0.10
read     0     139.7364        0.00
read     0     139.7364        0.00
read     0     139.7364        0.00
read     0     139.7364        0.00
read     0     139.7364        0.10
read     0     139.7364        0.00
read     0     139.7427        0.10
read     0     139.7434        0.00
read     0     139.7442        0.10
read     0     139.7521        0.00
read     0     139.7542        0.00
read     0     139.7622        0.00
read     0     139.7622        0.00
read     0     139.7746        0.10
read     0     139.7784        0.10
read     0     139.7843        0.00
read     0     139.7866        0.00
read     0     139.7882        0.00
read     0     139.7910        0.00
read     0     139.7916        0.00
read     0     139.7916        0.00
read     0     139.7916        0.10
read     0     139.7916        0.00
read     0     139.7916        0.00
read     0     139.7916        0.30
read     0     139.7926        0.10
read     0     139.7930        0.10
read     0     139.8134        0.00
read     0     139.8173        0.00
read     0     139.8173        0.00
read     0     139.8212        0.00
read     0     139.8222        0.00
read     0     139.8224        0.00
read     0     139.8350        0.00
read     0     139.8390        0.00
read     0     139.8407        0.00
read     0     139.8470        0.10
read     0     139.8470        0.10
read     0     139.8470        0.10
read     0     139.8470        0.10
read     0     139.8470        0.00
read     0     139.8470        0.30
read     0     139.8485        0.00
read     0     139.8556        0.10
read     0     139.8558        0.00
read     0     139.8564        0.20
read     0     139.8701        0.00
read     0     139.8723        0.10
read     0     139.8723        0.10
read     0     139.8816        0.00
read     0     139.8830        0.00
read     0     139.8842        0.10
read     0     139.8845        0.00
read     0     139.8908        0.00
read     0     139.8913        0.00
read     0     139.8993        0.00
read     0     139.8993        0.00
read     0     139.8994        0.10
read     0     139.9070        0.00
read     0     139.9192        0.00
read     0     139.9201        0.00
read     0     139.9204        0.00
read     0     139.9209        0.00
read     0     139.9209        0.00
read     0     139.9209        0.00
read     0     139.9218        0.00
read     0     139.9271        0.00
read     0     139.9272        0.00
read     0     139.9311       27.50
read     0     139.9311       27.50
read     0     139.9311       27.50
read     0     139.9444        0.00
read     0     139.9485        0.00
read     0     139.9485        0.00
read     0     139.9509        0.10
read     0     139.9575        0.00
read     0     139.9579        0.00
read     0     139.9595        0.00
read     0     139.9595        0.00
read     0     139.9631        0.00
read     0     139.9636        0.00
read     0     139.9793        0.00
read     0     139.9793        0.10
read     0     139.9818        0.00
read     0     139.9831        0.00
read     0     139.9884        0.00
read     0     139.9884        0.10
read     0     139.9884        0.00
read     0     139.9948        0.00
read     0     139.9951        0.00
read     0     139.9971        0.00
read     0     139.9974        0.10
read     0     139.9974        0.10
read     0     139.9989        0.00
read     0     139.9990        0.00
read     0     140.0001        0.00
read     0     140.0190        0.00
read     0     140.0212        0.00
read     0     140.0316        0.00
read     0     140.0316        0.10
read     0     140.0316        0.10
read     0     140.0316        0.00
read     0     140.0322        0.00
read     0     140.0344        0.00
read     0     140.0347        0.00
read     0     140.0359        0.10
read     0     140.0359        0.00
read     0     140.0366        0.00
read     0     140.0378        0.10
read     0     140.0408        0.00
read     0     140.0459        0.10
