   Operation      Sample     Latency
39-i4-d0      0            3 40822151.60
39-i64-d0     0            1 16632284.00
39-i64-d0     0            2 16639879.40
39-i64-d0     0            3 16225190.60
39-i8-d0      0            1 38307079.40
39-i8-d0      0            2 38415662.60
39-i8-d0      0            3 38480265.00
4-i1-d0       0            1  3089288.60
4-i1-d0       0            2  3101600.00
4-i1-d0       0            3  3079836.20
4-i128-d0     0            1  3520900.60
4-i128-d0     0            2  3526123.40
4-i128-d0     0            3  3421551.40
4-i16-d0      0            1  4437246.00
4-i16-d0      0            2  4339602.00
4-i16-d0      0            3  4242512.40
4-i2-d0       0            1  3064591.80
4-i2-d0       0            2  3083821.60
4-i2-d0       0            3  3065563.60
4-i32-d0      0            1  3934006.00
4-i32-d0      0            2  3914635.80
4-i32-d0      0            3  3805320.80
4-i4-d0       0            1  4221925.80
4-i4-d0       0            2  4193844.20
4-i4-d0       0            3  4220373.20
4-i64-d0      0            1  3571789.60
4-i64-d0      0            2  3423938.00
4-i64-d0      0            3  3622392.20
4-i8-d0       0            1  5214325.20
4-i8-d0       0            2  5206668.60
4-i8-d0       0            3  5189107.80
47-i1-d0      0            1 18667792.00
47-i1-d0      0            2 18708906.80
47-i1-d0      0            3 18712871.00
47-i128-d0    0            1 17764597.00
47-i128-d0    0            2 17793854.20
47-i128-d0    0            3 17350445.00
47-i16-d0     0            1 26939322.00
47-i16-d0     0            2 26961347.20
47-i16-d0     0            3 26446621.00
47-i2-d0      0            1 34720951.00
47-i2-d0      0            2 34704054.20
47-i2-d0      0            3 34675619.80
47-i32-d0     0            1 21615496.00
47-i32-d0     0            2 21631865.00
47-i32-d0     0            3 21013916.80
47-i4-d0      0            1 44347735.20
47-i4-d0      0            2 44569924.80
47-i4-d0      0            3 44491476.40
47-i64-d0     0            1 17502876.60
47-i64-d0     0            2 17478506.80
47-i64-d0     0            3 17119427.20
47-i8-d0      0            1 42310568.20
47-i8-d0      0            2 42537547.40
47-i8-d0      0            3 42584286.00
5-i1-d0       0            1  2965837.60
5-i1-d0       0            2  2961944.00
5-i1-d0       0            3  2973379.60
5-i128-d0     0            1  3907845.20
5-i128-d0     0            2  3875006.00
5-i128-d0     0            3  3794985.80
5-i16-d0      0            1  5173694.20
5-i16-d0      0            2  5260306.20
5-i16-d0      0            3  5029828.40
5-i2-d0       0            1  4203124.40
5-i2-d0       0            2  4203111.00
5-i2-d0       0            3  4201931.00
5-i32-d0      0            1  4499263.60
5-i32-d0      0            2  4514451.20
5-i32-d0      0            3  4338497.40
5-i4-d0       0            1  5479186.60
5-i4-d0       0            2  5540662.60
5-i4-d0       0            3  5528028.60
5-i64-d0      0            1  4044281.60
5-i64-d0      0            2  4015325.40
5-i64-d0      0            3  3921281.20
5-i8-d0       0            1  6497772.20
5-i8-d0       0            2  6463743.60
5-i8-d0       0            3  6439514.40
57-i1-d0      0            1 23226456.20
57-i1-d0      0            2 22843770.40
57-i1-d0      0            3 22826294.80
57-i128-d0    0            1 23547406.40
57-i128-d0    0            2 23574975.60
57-i128-d0    0            3 23035034.60
57-i16-d0     0            1 27702690.60
57-i16-d0     0            2 27740600.80
57-i16-d0     0            3 27174568.00
57-i2-d0      0            1 41696829.60
57-i2-d0      0            2 41844969.60
57-i2-d0      0            3 41754408.80
57-i32-d0     0            1 27295889.20
57-i32-d0     0            2 27301787.00
57-i32-d0     0            3 26885504.40
57-i4-d0      0            1 48451621.60
57-i4-d0      0            2 48549539.00
57-i4-d0      0            3 48452494.00
57-i64-d0     0            1 24648257.80
57-i64-d0     0            2 24745740.00
57-i64-d0     0            3 24207001.20
57-i8-d0      0            1 45592020.60
57-i8-d0      0            2 45687062.80
57-i8-d0      0            3 45675297.20
69-i1-d0      0            1 27829895.20
69-i1-d0      0            2 27953996.60
69-i1-d0      0            3 27804875.00
69-i128-d0    0            1 26799282.00
69-i128-d0    0            2 26970311.80
69-i128-d0    0            3 26249805.40
69-i16-d0     0            1 28987986.40
69-i16-d0     0            2 29062092.20
69-i16-d0     0            3 28432100.00
69-i2-d0      0            1 50863730.80
69-i2-d0      0            2 50992190.80
69-i2-d0      0            3 50874991.20
69-i32-d0     0            1 28927793.40
69-i32-d0     0            2 28967591.40
69-i32-d0     0            3 28393549.60
69-i4-d0      0            1 53088623.20
69-i4-d0      0            2 53479740.20
69-i4-d0      0            3 53222349.20
69-i64-d0     0            1 26570627.40
69-i64-d0     0            2 26578573.80
69-i64-d0     0            3 25913723.40
69-i8-d0      0            1 49889677.60
69-i8-d0      0            2 50044467.60
69-i8-d0      0            3 50189855.20
7-i1-d0       0            1  3197658.00
7-i1-d0       0            2  3207500.80
7-i1-d0       0            3  3201579.20
7-i128-d0     0            1  4701858.40
7-i128-d0     0            2  4639421.20
7-i128-d0     0            3  4654267.20
7-i16-d0      0            1  6349154.60
7-i16-d0      0            2  6341619.40
7-i16-d0      0            3  6251489.80
7-i2-d0       0            1  5452122.20
7-i2-d0       0            2  5460050.40
7-i2-d0       0            3  5434170.20
7-i32-d0      0            1  5922190.40
7-i32-d0      0            2  5950731.00
7-i32-d0      0            3  5733220.60
7-i4-d0       0            1  7576664.80
7-i4-d0       0            2  7593605.80
7-i4-d0       0            3  7646372.80
7-i64-d0      0            1  5246939.00
7-i64-d0      0            2  5280193.80
7-i64-d0      0            3  5279692.20
7-i8-d0       0            1  7239074.40
7-i8-d0       0            2  7244839.80
7-i8-d0       0            3  7190521.40
83-i1-d0      0            1 33720303.80
83-i1-d0      0            2 33703361.20
83-i1-d0      0            3 33733120.20
83-i128-d0    0            1 32802883.40
83-i128-d0    0            2 32924646.40
83-i128-d0    0            3 31990423.00
83-i16-d0     0            1 33042701.80
83-i16-d0     0            2 33086585.80
83-i16-d0     0            3 32396227.20
83-i2-d0      0            1 59528525.20
83-i2-d0      0            2 59711433.40
83-i2-d0      0            3 59652808.80
83-i32-d0     0            1 32989525.40
83-i32-d0     0            2 32958284.60
83-i32-d0     0            3 32099701.00
83-i4-d0      0            1 58243961.80
83-i4-d0      0            2 58380580.00
83-i4-d0      0            3 58388882.80
83-i64-d0     0            1 35124341.00
83-i64-d0     0            2 35000816.20
83-i64-d0     0            3 34430667.80
83-i8-d0      0            1 55691739.40
83-i8-d0      0            2 55941459.20
83-i8-d0      0            3 56075984.60
9-i1-d0       0            1  4485193.80
9-i1-d0       0            2  4483316.00
9-i1-d0       0            3  4511202.80
9-i128-d0     0            1  5156643.20
9-i128-d0     0            2  5092669.20
9-i128-d0     0            3  5083026.00
9-i16-d0      0            1  8182659.20
9-i16-d0      0            2  8173178.60
9-i16-d0      0            3  8062429.60
9-i2-d0       0            1  7069333.80
9-i2-d0       0            2  7109358.20
9-i2-d0       0            3  7064769.00
9-i32-d0      0            1  7597385.20
9-i32-d0      0            2  7606844.60
9-i32-d0      0            3  7566782.40
9-i4-d0       0            1  9837833.00
9-i4-d0       0            2  9853586.00
9-i4-d0       0            3  9779130.40
9-i64-d0      0            1  6048174.40
9-i64-d0      0            2  6084511.20
9-i64-d0      0            3  5987809.80
9-i8-d0       0            1  9257358.60
9-i8-d0       0            2  9262965.00
9-i8-d0       0            3  9280261.60
