   Operation      Sample         Ops
read     0    1286.2565     3054.70
read     0    1286.2565     3054.70
read     0    1286.2565     3054.70
read     0    1286.2565     3054.70
read     0    1415.5098     3054.50
read     0    1415.5098     3054.50
read     0    1415.5098     3054.50
read     0    1415.5099     3054.50
read     0    1415.5099     3054.50
read     0    1415.5099     3054.50
read     0    1415.5099     3054.50
read     0    1415.5099     3054.50
read     0    1415.5099     3161.00
read     0    1415.5099     3054.50
read     0    1415.5099     3054.50
read     0    1415.5099     3054.50
read     0    1415.5099     3054.50
read     0    1415.5099     3054.50
read     0    1415.5098     3054.50
read     0    1415.5098     3054.50
read     0    1542.4739     3034.10
read     0    1542.4739     3034.10
read     0    1542.4739     3034.10
read     0    1542.4739     3034.10
read     0    1542.4739     3034.10
read     0    1542.4739     3034.10
read     0    1542.4739     3034.10
read     0    1542.4739     3034.10
read     0    1542.4739     3034.10
read     0    1542.4739     3034.10
read     0    1542.4739     3034.10
read     0    1542.4739     3034.10
read     0    1542.4739     3034.10
read     0    1542.4739     3034.10
read     0    1542.4739     3034.10
read     0    1542.4740     3034.10
read     0    1666.3460     3054.40
read     0    1666.3460     3054.40
read     0    1666.3460     3054.40
read     0    1666.3460     3054.40
read     0    1666.3460     3054.40
read     0    1666.3460     3054.40
read     0    1666.3460     3054.40
read     0    1666.3460     3054.40
read     0    1666.3460     3054.40
read     0    1666.3460     3054.40
read     0    1666.3460     3054.40
read     0    1666.3460     3054.40
read     0    1666.3461     3054.40
read     0    1666.3461     3054.40
read     0    1666.3461     3054.40
read     0    1666.3461     3054.40
read     0    1791.1516     3035.10
read     0    1791.1516     3035.10
read     0    1791.1516     3035.10
read     0    1791.1516     3035.10
read     0    1791.1516     3035.10
read     0    1791.1516     3035.10
read     0    1791.1516     3035.10
read     0    1791.1517     3035.10
read     0    1791.1517     3035.10
read     0    1791.1517     3035.10
read     0    1791.1517     3035.10
read     0    1791.1517     3035.10
read     0    1791.1517     3035.10
read     0    1791.1516     3035.10
read     0    1791.1516     3035.10
read     0    1791.1517     3035.10
read     0    1918.0243     2834.70
read     0    1918.0243     2860.60
read     0    1918.0243     2834.70
read     0    1918.0243     2834.70
read     0    1918.0244     2834.70
read     0    1918.0244     2834.70
read     0    1918.0243     2834.70
read     0    1918.0244     2834.70
read     0    1918.0243     2834.70
read     0    1918.0244     2834.70
read     0    1918.0244     2834.70
read     0    1918.0244     2834.70
read     0    1918.0244     2834.70
read     0    1918.0244     2834.70
read     0    1918.0244     2834.70
read     0    1918.0244     2834.70
read     0    2045.5206     3055.60
read     0    2045.5206     3055.60
read     0    2045.5206     3055.60
read     0    2045.5206     3055.60
read     0    2045.5206     3055.60
read     0    2045.5206     3055.60
read     0    2045.5206     3055.50
read     0    2045.5206     3062.50
read     0    2045.5206     3055.60
read     0    2045.5206     3055.60
read     0    2045.5206     3055.50
read     0    2045.5206     3055.50
read     0    2045.5206     3055.60
read     0    2045.5206     3055.50
read     0    2045.5206     3055.60
read     0    2045.5206     3055.60
read     0    2173.9032     3027.60
read     0    2173.9032     3027.60
read     0    2173.9032     3027.60
read     0    2173.9032     3027.60
read     0    2173.9032     3027.60
read     0    2173.9032     3027.60
read     0    2173.9032     3027.60
read     0    2173.9032     3027.60
read     0    2173.9032     3027.60
read     0    2173.9032     3027.60
read     0    2173.9032     3027.60
read     0    2173.9032     3027.60
read     0    2173.9032     3027.60
read     0    2173.9032     3027.60
read     0    2173.9032     3027.60
read     0    2173.9032     3027.60
read     0    2301.6126     1511.50
read     0    2301.6126     1511.50
read     0    2301.6126     1511.50
read     0    2301.6126     1511.50
read     0    2301.6126     1511.50
read     0    2301.6126     1511.50
read     0    2301.6126     1511.50
read     0    2301.6126     1511.50
read     0    2301.6126     1511.50
read     0    2301.6126     1511.50
read     0    2301.6126     1511.50
read     0    2301.6126     1511.50
read     0    2301.6126     1511.50
read     0    2301.6126     1511.50
read     0    2301.6126     1511.50
read     0    2301.6126     1511.50
read     0    2429.8745     1944.90
read     0    2429.8745     1944.90
read     0    2429.8745     1953.30
read     0    2429.8745     1944.90
read     0    2429.8745     1944.90
read     0    2429.8745     1945.00
read     0    2429.8745     1944.90
read     0    2429.8745     1944.90
read     0    2429.8745     1944.90
read     0    2429.8745     1944.90
read     0    2429.8745     1944.90
read     0    2429.8745     1944.90
read     0    2429.8745     1945.00
read     0    2429.8745     1944.90
read     0    2429.8745     1944.90
read     0    2429.8745     1944.90
read     0    2558.2960     1370.20
read     0    2558.2960     1370.20
read     0    2558.2960     1370.20
read     0    2558.2960     1370.20
read     0    2558.2960     1370.20
read     0    2558.2960     1370.20
read     0    2558.2960     1370.10
read     0    2558.2960     1370.20
read     0    2558.2960     1370.20
read     0    2558.2960     1370.20
read     0    2558.2960     1370.20
read     0    2558.2960     1370.20
read     0    2558.2960     1370.20
read     0    2558.2960     1370.20
read     0    2558.2960     1370.20
read     0    2558.2961     1370.20
read     0    2687.9398     1022.20
read     0    2687.9398     1022.20
read     0    2687.9398     1022.20
read     0    2687.9398     1022.20
read     0    2687.9398     1022.20
read     0    2687.9398     1022.20
read     0    2687.9398     1022.20
read     0    2687.9398     1022.20
read     0    2687.9398     1022.20
read     0    2687.9398     1022.20
read     0    2687.9398     1022.20
read     0    2687.9398     1022.20
read     0    2687.9398     1022.20
read     0    2687.9399     1022.20
read     0    2687.9399     1022.20
